Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4,4.65
2010,61001,Diesel,Manual,First,12.05,2179,120,8,4.75
2015,52191,Petrol,Manual,First,17.1,1591,121.3,5,7.78
2016,77076,Diesel,Manual,First,23,1396,90,5,6.75
2008,56000,Petrol,Automatic,First,16.4,1497,78,5,2.99
2013,21000,Petrol,Manual,First,20.36,1197,78.9,5,2.35
2013,89429,Diesel,Manual,First,25.8,1498,98.6,5,3.65
2012,45631,Petrol,Manual,Second,22.5,998,67.04,5,2.74
2013,53959,Petrol,Manual,First,19.4,1198,86.8,5,3.5
2014,55804,Petrol,Manual,First,17,1197,80,5,4.76
2016,25899,Petrol,Manual,First,15.04,1598,103.2,5,6.2
2008,82000,Diesel,Manual,Second,18.7,1896,66,5,2.35
2014,52000,Diesel,Automatic,First,13,2143,204,5,24.5
2013,20000,Petrol,Manual,First,13.24,1598,102.57,5,6
2017,31829,Petrol,Manual,First,21.1,814,55.2,5,3.65
2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5,6.26
2011,80000,Diesel,Manual,Second,19.5,1461, ,5,2.1
2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5,32.95
2018,22684,Petrol,Manual,First,18.6,1197,81.83,5,7.8
2014,43521,Petrol,Manual,First,19.4,1198,86.8,5,4.25
2014,49386,Petrol,Manual,First,17.5,1298,85.8,5,4.86
2017,12248,Petrol,Manual,First,18.9,1197,81.86,5,4.9
2014,67771,Diesel,Manual,First,11.68,2498,112,8,7.06
2015,60007,Petrol,Automatic,First,17.21,1798,189,4,4.5
2011,48624,Petrol,Manual,First,24.07,998,67.1,5,3.22
2014,30000,Diesel,Manual,First,22.07,1199,73.9,5,3.25
2016,81605,Petrol,Manual,First,18.9,1197,82,5,4.53
2017,32642,Diesel,Automatic,First,14.84,2143,170,5,34.78
2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5,6.5
2010,72204,Petrol,Manual,First,15.7,1172,67,5,2.25
2011,156347,Diesel,Manual,Second,12.99,2494,100,8,8
2017,47357,Diesel,Automatic,First,18.49,1493,100,7,8.37
2015,61738,Diesel,Manual,First,20.14,1498,88.8,5,5.39
2018,32586,Diesel,Automatic,First,22.48,1995,190,5,37.3
2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5,70.8
2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5,22.25
2018,10393,Petrol,Manual,First,18.9,1197,81.86,5,6.03
2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5,4.9
2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5,3.96
2011,113562,Diesel,Manual,First,23,1396,90,5,4.6
2011,100010,Diesel,Manual,Second,12.05,2179,120,8,5.5
2013,63107,Petrol,Manual,First,19.4,1198,86.8,5,3.25
2017,58500,Petrol,Manual,First,18.6,1197,81.83,5,6.25
2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143,7,3
2011,108242,Diesel,Manual,First,16.8,1493,110,5,4.25
2011,146300,Diesel,Manual,First,11.5,2982,171,7,12.25
2011,62943,Diesel,Automatic,Second,17.05,1995,184,5,10.95
2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7,16.5
2018,1700,Petrol,Automatic,First,19,1199,88.76,5,7.8
2013,34697,Petrol,Manual,First,19.81,1086,68.05,5,3.7
2012,58000,Petrol,Manual,First,17,1197,80,5,4
2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5,26.75
2016,58661,Diesel,Automatic,First,15.17,1968,181,5,28.03
2017,37124,Petrol,Manual,First,20.4,1197,81.8,5,5.44
2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5,6.2
2005,45200,Petrol,Manual,First,13.2,1495,94,5,0.9
2016,11000,Petrol,Manual,First,18.5,1197,85.8,5,3.95
2011,65000,Petrol,Manual,Second,26,624,35,4,0.44
2012,55005,Diesel,Manual,First,20,1399,68,5,2.75
2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5,7.5
2010,160000,Diesel,Manual,Second,19,1248,93,5,2.5
2015,169000,Diesel,Manual,First,14.95,2489,93.7,7,5
2013,67263,Petrol,Manual,First,18.9,998,67.1,5,3.6
2012,44223,Petrol,Manual,First,17.6,1496,88.7,5,3.99
2015,36840,Petrol,Manual,First,18.9,1197,82,5,5.64
2014,160000,Diesel,Manual,First,12.99,2494,100,8,12
2008,133000,Diesel,Manual,First,16.8,1405,62,5,0.7
2015,69123,Diesel,Automatic,First,18.88,1995,184,5,19
2017,38000,Diesel,Automatic,First,10.91,3198,197,7,30.48
2017,5500,Petrol,Manual,First,21.56,1462,103.25,5,8.2
2015,1001,Diesel,Manual,First,25.83,1498,99,5,7.55
2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5,0.99
2011,78256,Petrol,Automatic,First,16.8,1497,118,5,4.15
2016,90000,Petrol,Manual,First,16.95,1498,97.6,5,6.2
2016,18000,Petrol,Manual,First,19.1,1197,85.8,5,4.4
2012,60000,Diesel,Manual,First,20,1399,68,5,2.1
2011,130000,Diesel,Manual,First,20.3,1248,75,5,2.2
2018,32851,Petrol,Manual,First,18.6,1197,81.86,5,8.34
2014,32000,Diesel,Manual,First,23.4,1248,74,5,4.35
2014,62700,Diesel,Manual,First,22.7,1498,89.84,5,6.8
2010,71000,Diesel,Manual,First,19.3,1248,73.9,5,3.3
2016,19947,Petrol,Manual,First,18.9,1197,82,5,5.04
2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7,9.2
2014,74000,Diesel,Manual,First,22.07,1199,73.9,5,5.7
2018,55594,Diesel,Manual,First,18.49,1493,100,7,8.48
2013,58000,Diesel,Automatic,First,11.2,2993,306,4,48
2012,110224,Diesel,Manual,First,19.01,1461,108.45,5,6.1
2010,21002,Petrol,Manual,First,22.5,998,67.04,5,2.75
2017,121000,Diesel,Manual,First,24.52,1248,88.5,7,8
2010,73513,Petrol,Manual,First,19.7,796,46.3,5,1.85
2015,34000,Petrol,Automatic,First,20.51,998,67,5,3.85
2017,28371,Petrol,Manual,First,15.1,1196,73,7,4.74
2013,74755,Diesel,Manual,First,19.6,1461,108.45,5,5.63
2011,25805,Petrol,Manual,First,18.2,1061,64,5,2.62
2015,82603,Petrol,Manual,First,13.06,1598,102.53,5,4.9
2006,110000,Petrol,Manual,First,13.5,1799,130,5,2.65
2012,88000,Diesel,Manual,First,16,2179,140,7,5.99
2011,110000,Diesel,Manual,Second,21,1461,64.1,5,2.4
2017,15000,Petrol,Manual,First,21.7,999,67,5,4.25
2013,70000,Diesel,Automatic,First,15.15,2967,240,5,40
2008,150000,Diesel,Manual,Second,28.4,1248,74,5,2.7
2016,19000,Petrol,Manual,First,20.63,1198,67,5,2.99
2011,37442,Petrol,Manual,First,18.5,1197,80,5,3.4
2016,63111,Diesel,Automatic,Second,18.12,1995,190,5,30.8
2012,88000,Diesel,Manual,First,20.77,1248,88.8,7,5.85
2014,42355,Petrol,Manual,First,18.9,1197,82,5,4
2011,75871,Petrol,Automatic,First,9.43,2996,254,5,14.12
2011,65000,Diesel,Manual,First,17.9,1998,163.7,5,4.55
2015,69000,Diesel,Automatic,First,,2987,165,5,38
2011,79232,Diesel,Manual,First,21.1,1248,73.9,5,2.9
2007,220000,Petrol,Automatic,Second,11.74,1796,186,5,6
2016,28470,Petrol,Manual,First,18.6,1197,81.83,5,6.95
2014,9759,Petrol,Manual,First,20.3,998,68.05,5,2.75
2014,75216,Diesel,Manual,First,22.9,1248,74,5,5.1
2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,6.75
2014,59451,Petrol,Manual,First,18.5,1197,85.8,5,3.69
2013,53996,Diesel,Manual,First,22.9,1248,74,5,5.45
2018,15135,Petrol,Manual,First,17.5,1199,88.7,5,9.29
2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5,4
2013,40000,Petrol,Manual,First,18,1198,86.7,5,2.9
2013,21107,Petrol,Manual,First,17.1,1591,121.3,5,5.25
2014,56000,Petrol,Manual,First,16.8,1497,116.3,5,5.75
2017,19623,Petrol,Manual,First,15.29,1591,121.3,5,13.12
2014,70963,Diesel,Manual,First,15.1,2179,140,7,7.83
2013,25755,,Manual,First,,998,58.16,5,3.15
2013,51450,Diesel,Manual,First,12.8,2494,102,7,10.4
2012,75000,Diesel,Manual,First,22.9,1248,74,5,4.35
2017,37832,Petrol,Automatic,First,22.5,998,67,5,5.23
2016,43041,Petrol,Manual,First,18.9,1197,81.86,5,6.01
2014,97236,Diesel,Manual,First,25.8,1498,98.6,5,4.4
2010,83000,Diesel,Automatic,First,16.07,1995,181,5,12.75
2011,65000,Petrol,Manual,First,15.6,1196,70,5,2.4
2018,46007,Petrol,Manual,First,17,1198,73.75,5,5.71
2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5,5.49
2004,73500,Petrol,Manual,Second,13,1343,90,5,1.3
2014,55000,Diesel,Manual,First,16,2179,140,7,8.5
2012,115000,Diesel,Manual,First,13,2982,168.5,7,12.99
2017,31184,Petrol,Manual,First,18.9,1197,81.86,5,5
2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5,9
2016,38143,Diesel,Manual,First,22.9,1248,74,5,5.22
2012,19030,Petrol,Manual,First,16.47,1198,73.9,5,3.8
2019,20877,Petrol,Manual,First,18.16,1197,78.9,5,7.27
2016,23555,Petrol,Manual,First,22,1197,81.8,5,5.1
2013,29000,Diesel,Automatic,First,14.21,2143,203,5,29
2013,61000,Petrol,Manual,First,18.9,998,67.1,5,2.9
2012,4187,Petrol,Manual,First,26,624,35,4,1.38
2011,46000,Petrol,Manual,First,13.4,1798,157.8,5,5.5
2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5,7.25
2014,83558,Diesel,Manual,First,22.32,1582,126.32,5,6.98
2017,40000,Diesel,Manual,First,22.95,1248,74,5,5.25
2013,36000,Petrol,Manual,First,21.1,814,55.2,5,1.95
2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5,24.5
2013,62162,Diesel,Manual,First,12.99,2494,100,7,8.31
2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5,36
2015,58000,Diesel,Manual,First,24.4,1120,71,5,5.5
2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5,5.89
2016,50867,Diesel,Manual,First,20.34,1498,103.2,5,7.95
2010,73000,Petrol,Manual,First,17,1197,80,5,2.75
2012,98008,Diesel,Manual,First,22.7,1582,126.24,5,6.25
2015,36000,Diesel,Manual,First,20,1399,68.05,5,4.95
2019,27339,Petrol,Manual,First,18.6,1197,81.83,5,6.27
2017,25000,Diesel,Manual,First,23.9,1582,126.2,5,8.65
2014,37000,Petrol,Manual,First,18.9,1197,82,5,3.5
2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5,35
2015,27000,Petrol,Manual,First,17.5,1298,85.8,5,4.45
2012,37000,Petrol,Manual,First,18.5,1197,80,5,2.65
2017,10500,Diesel,Manual,First,25.32,1198,77,5,4.7
2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5,8.9
2017,7000,Diesel,Manual,First,17.1,1956,170,5,17.45
2017,71256,Diesel,Manual,First,24.3,1248,88.5,5,9.58
2012,83184,Petrol,Manual,First,14.28,1798,138.03,5,6.22
2013,87284,Diesel,Manual,First,15.1,2179,140,7,7.8
2016,7000,Diesel,Automatic,First,20.68,1995,190,5,27.75
2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5,7
2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5,64.87
2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5,6.5
2011,82000,Petrol,Manual,Second,18.5,1197,80,5,2.7
2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5,2.5
2013,166194,Diesel,Manual,First,19.3,1461,84.8,7,3.9
2015,58000,Petrol,Manual,First,16.47,1198,73.9,5,3.95
2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5,2.1
2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4,3.5
2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5,2
2014,79870,Diesel,Manual,First,20.77,1248,88.76,7,5.35
2013,90000,Diesel,Manual,First,25.8,1498,98.6,5,3.8
2016,17000,Petrol,Automatic,First,15.5,1595,122,5,17.25
2018,46493,Petrol,Manual,First,18.9,1197,81.86,5,5.53
2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5,1.95
2017,2000,Diesel,Manual,First,28.4,1248,74,5,8.2
1999,140000,Petrol,Manual,First,13,1343,90,5,0.9
2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7,6.5
2014,45535,Diesel,Automatic,First,23.8,1998,112,5,19.41
2016,39228,Petrol,Manual,First,15.7,1368,112.4,5,6.58
2011,57000,Petrol,Manual,Second,14.49,1399,92.7,5,2.1
2008,85445,Petrol,Manual,Second,19.81,1086,68.05,5,2
2015,54000,Diesel,Manual,First,24.4,1120,71,5,3.7
2014,53000,Petrol,Automatic,First,23.1,998,67.04,5,3.8
2014,60000,Petrol,Manual,First,20.36,1197,78.9,5,3.25
2015,65668,Diesel,Manual,First,19.87,1461,83.8,5,5.53
2011,100000,Diesel,Automatic,Second,22.69,1995,190,5,10.9
2018,1800,Petrol,Manual,First,18.9,1197,82,5,5.1
2007,96000,Petrol,Manual,Second,,999, ,5,2.2
2009,44200,Petrol,Manual,Second,18,995,62,5,1.6
2018,14000,Petrol,Manual,First,17.4,1497,117.3,5,11.25
2013,720000,Diesel,Manual,First,20.54,1598,103.6,5,5.9
2012,73000,Diesel,Automatic,First,11.5,2982,169,7,14.4
2011,68000,Petrol,Manual,First,17,1497,118,5,3.6
2017,19543,Diesel,Automatic,First,18.12,1995,190,5,40.5
2014,38000,Diesel,Automatic,Second,14.16,1968,174.3,5,38.95
2014,32805,Diesel,Manual,First,23.2,1248,73.94,5,3.6
2016,44782,Diesel,Automatic,First,21.21,1498,103.2,5,7.12
2016,55700,Diesel,Manual,First,26,1498,98.6,5,7.52
2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5,10.35
2014,56000,Petrol,Manual,First,15,1598,103.52,5,7
2011,60000,Diesel,Manual,First,11.5,2982,171,7,10.85
2010,78563,Diesel,Manual,First,16.52,1991,123.7,5,2.35
2014,34669,Petrol,Manual,First,15.1,1196,73,7,2.9
2017,17000,Petrol,Manual,First,20.73,1373,91.1,5,7.65
2016,66000,Diesel,Manual,First,28.09,1248,88.5,5,6.4
2014,102418,Diesel,Manual,First,12.99,2494,100.6,7,10.1
2014,48800,Petrol,Manual,First,19.1,1197,85.8,5,4.25
2019,10601,Diesel,Automatic,First,11.36,2755,171.5,7,19.65
2017,8200,Diesel,Manual,First,25,1396,69,5,4.4
2012,100000,Petrol,Manual,First,18.5,1197,82.85,5,3.25
2012,78000,Diesel,Manual,First,17.8,1399,68,5,2.8
2015,50000,Diesel,Manual,First,18.2,1248,73.74,8,4.3
2006,89327,Diesel,Manual,Third,17.8,1399,68,5,1.55
2007,98000,Petrol,Manual,Second,10.8,2354,152,5,4.7
2017,24700,Petrol,Manual,First,18.7,1199,88.7,5,7.07
2018,6000,Diesel,Automatic,First,11,2987,258,7,79
2018,9434,Petrol,Manual,First,18.9,1197,81.86,5,5.75
2012,29000,Petrol,Manual,First,18.5,1197,85.8,5,3.25
2017,22440,Diesel,Automatic,First,22,1498,108.495,5,8.89
2015,73070,Petrol,Manual,First,17.4,1497,117.3,5,5.9
2016,21771,Petrol,Manual,First,18.7,1199,88.7,5,4.95
2014,62000,Diesel,Manual,First,17.8,1248,75,5,3.75
2017,37024,Diesel,Automatic,First,17.01,1582,126.2,5,10.97
2014,60336,Diesel,Automatic,Second,14.4,2967,241.4,5,24.94
2014,26008,Petrol,Manual,First,21.1,814,55.2,5,1.97
2010,90000,Diesel,Manual,Second,20,1399,68,5,1.4
2018,35569,Petrol,Manual,First,17,1198,73.75,5,7.27
2013,40000,Diesel,Manual,First,21.64,1461,84.8,5,4
2015,45000,Petrol,Manual,First,18.7,1199,88.7,5,4.75
2015,42000,Petrol,Manual,First,17,1197,80,5,5.1
2012,46913,Diesel,Automatic,First,14.94,2967,241.4,5,16.11
2014,62000,Diesel,Automatic,First,11.18,2696,184,7,10.55
2017,15000,Diesel,Automatic,First,12.9,2755,174.5,7,30
2002,69000,Diesel,Manual,First,18.7,1896,66,5,1.6
2012,41367,Diesel,Automatic,First,15.8,2148,170,5,18.49
2018,15982,Petrol,Manual,First,20.73,1373,91.1,5,9.96
2013,99595,Diesel,Manual,Second,22.9,1248,74,5,4.75
2002,63000,Diesel,Manual,Third,13.1,2446,75,,3.65
2012,49000,Diesel,Automatic,Second,16.73,2495,218,5,15.5
2013,48272,Diesel,Manual,First,10.5,2835,116.9,6,11.82
2008,63000,Petrol,Manual,First,13.4,1794,125,5,2.05
2016,77000,,Manual,First,,998,58.16,5,3.3
2013,11734,Petrol,Manual,First,16.8,796,34.2,8,2.25
2014,62012,Diesel,Automatic,First,17.68,1968,174.33,5,20.12
2017,46000,,Manual,First,,1197,81.86,5,4.95
2016,45449,Diesel,Manual,First,27.3,1498,98.6,5,7.48
2004,85000,Petrol,Automatic,Second,10.5,1796,157.7,5,5.5
2005,88000,Petrol,Manual,Second,13,1493,100,,1.7
2013,45330,Diesel,Automatic,First,16.55,1968,147.51,5,13.19
2012,88000,Petrol,Manual,First,19.1,1197,85.8,5,3.85
2016,45376,Diesel,Manual,First,28.4,1248,73.75,5,5.75
2014,81000,Diesel,Manual,First,15.1,2179,140,7,9
2012,83381,Petrol,Manual,First,18.6,1199,79.4,5,2.21
2017,78526,Diesel,Manual,First,23,1498,98.96,5,8.09
2017,27313,Diesel,Automatic,First,14.69,2993,258,5,48.63
2015,42747,Diesel,Automatic,Second,14.16,1968,174.3,5,39.47
2015,42265,Diesel,Automatic,Second,20.68,1995,190,5,22.24
2009,21000,Petrol,Automatic,First,19.2,1197,80,5,2.6
2016,55100,Diesel,Automatic,First,17.01,1582,126.2,5,12
2014,70000,Diesel,Automatic,First,17.11,1968,174.33,5,18
2007,55000,Petrol,Automatic,Third,10.13,3498,364.9,5,9.99
2012,58235,Petrol,Manual,First,20.36,1197,78.9,5,2.45
2017,26000,Diesel,Manual,First,23,1498,98.96,5,8.99
2011,35000,Diesel,Manual,First,20.54,1598,103.6,5,3.15
2017,24000,Diesel,Manual,First,28.4,1248,73.75,5,8.2
2016,98000,Diesel,Manual,First,15.4,1997,120,7,11.5
2016,44487,Diesel,Manual,First,22.54,1396,88.73,5,7.3
2008,65000,Petrol,Manual,First,19.7,796,46.3,5,1.59
2015,34951,Petrol,Manual,Second,20.36,1197,78.9,5,3.15
2015,52373,Diesel,Manual,Second,15.4,2179,120,7,8.5
2010,66285,Diesel,Manual,First,19.5,1199,75,5,3
2012,66000,Diesel,Automatic,First,15.3,2993,258,5,21
2016,43000,Diesel,Manual,First,27.3,1498,98.6,5,7.75
2013,45200,Diesel,Automatic,First,10,2148,170,5,23
2016,41000,Diesel,Automatic,First,16,2179,140,7,13.75
2017,39430,Petrol,Automatic,First,18,1497,117.3,5,8.29
2014,83274,Diesel,Manual,First,22.9,1248,74,5,5.79
2017,32324,Diesel,Automatic,First,14.84,2143,170,5,30.5
2011,49999,Petrol,Manual,First,17,1497,118,5,3.8
2014,66000,Diesel,Manual,First,15.3,2956,83.8,7,4.45
2012,54000,Petrol,Manual,First,18.5,1197,82.85,5,3.3
2009,80000,Diesel,Manual,Second,20.4,1248,91.2,5,1.75
2011,72000,Petrol,Automatic,Second,12.9,1799,130,5,5.5
2017,44865,Diesel,Manual,First,19.67,1582,126.2,5,13.35
2017,22000,Diesel,Automatic,Second,20.38,1968,143,5,22.5
2013,57478,Petrol,Manual,Second,17,1591,121.3,5,5.25
2011,75000,Diesel,Manual,First,21.9,1396,90,5,3.75
2015,50624,Diesel,Manual,First,24.2,1498,98.6,7,6.32
2018,75000,Diesel,Automatic,First,22.32,1582,126.32,5,7.75
2006,87000,Petrol,Manual,Second,15.3,1596,101,5,1.37
2010,62000,Petrol,Manual,First,20.36,1197,78.9,5,2.1
2016,41372,Diesel,Manual,First,24.3,1248,88.5,5,9.3
2015,70000,Diesel,Manual,First,12.99,2494,100.6,7,12
2017,35000,Diesel,Automatic,First,17.9,2143,136,5,23.5
2006,71993,Petrol,Manual,First,19.7,796,46.3,5,1.8
2013,62000,Diesel,Automatic,Second,14.84,2143,170,5,12.5
2015,51000,Diesel,Manual,First,22.9,1248,74,5,4.74
2016,26038,Petrol,Manual,First,18.9,1197,82,5,5.43
2018,37713,Diesel,Automatic,Second,12.55,2982,168.5,7,31.62
2011,78088,Petrol,Manual,First,12.4,1998,132,8,6.3
2017,30453,Diesel,Manual,First,22.77,1498,98.59,5,8.45
2016,54000,Petrol,Manual,First,18.16,1196,86.8,5,5
2011,190000,Diesel,Manual,First,11.5,2982,171,7,13
2012,65097,Petrol,Manual,First,19.1,1197,85.8,5,4.7
2018,28060,Petrol,Automatic,First,12.05,2979,320,5,93.67
2012,282000,Petrol,Manual,First,13.14,1798,160,5,3.3
2009,111000,Petrol,Manual,Second,18.9,1061,67,5,1.51
2013,63295,Diesel,Manual,First,19.01,1461,108.45,5,6.09
2015,35770,Petrol,Manual,First,20.73,1373,91.1,5,5.95
2012,125928,Diesel,Manual,First,22.7,1582,126.24,5,9
2015,45000,Diesel,Automatic,First,21.66,1498,103.52,5,4.25
2013,21000,Diesel,Automatic,First,14.84,2143,170,5,23.5
2011,54774,Petrol,Automatic,First,11.7,2354,177.6,5,6.35
2014,41123,Petrol,Manual,First,23.1,998,67.04,5,3.4
2017,17465,Petrol,Automatic,First,12.05,2979,320,5,93
2014,48000,Diesel,Automatic,First,22.69,1995,190,5,21.6
2011,173000,Diesel,Manual,First,20.54,1598,103.6,5,4
2018,12000,Diesel,Manual,First,23.4,1248,74,5,5.5
2012,34000,Diesel,Automatic,First,12.39,2179,147.51,5,19.25
2012,71360,Diesel,Manual,First,21.9,1396,90,5,3.95
2012,74000,Diesel,Manual,Second,28.4,1248,73.75,5,4.25
2018,28937,Diesel,Manual,First,17.1,1956,170,5,17.02
2012,82085,Diesel,Manual,First,20.77,1248,88.76,7,6.5
2011,68465,Petrol,Manual,First,15.6,1196,70,5,2.95
2013,63854,Diesel,Manual,First,21.43,1364,86.79,5,7.12
2018,3000,Diesel,Automatic,First,24.3,1248,88.5,5,11.25
2009,65055,Petrol,Manual,First,17,1497,118,5,2.75
2015,120000,Diesel,Manual,First,15.4,2179,120,7,12
2014,64241,Petrol,Manual,First,20.14,1197,81.86,5,3.67
2001,121000,Diesel,Manual,First,15,2148, ,5,5
2008,2200,Petrol,Manual,First,15.7,1390,75,5,2.3
2008,88123,Diesel,Manual,First,18.7,1896,66,5,2.2
2014,79000,Diesel,Automatic,First,12,2987,224,7,41
2016,28143,Diesel,Automatic,First,20.68,1995,190,5,28.5
2015,23001,Petrol,Manual,First,15.04,1598,103.2,5,5.49
2013,82002,Diesel,Automatic,Second,16.55,1968,147.51,5,17.5
2009,75000,Diesel,Manual,First,13.8,1399,68,5,1.99
2016,37451,Diesel,Manual,First,22.32,1582,126.3,5,6.64
2017,67000,Diesel,Manual,First,13.68,2393,147.8,7,16.5
2016,25000,Petrol,Manual,First,18.9,1197,82,5,5
2017,12000,Petrol,Manual,First,17,1198,73.75,5,5.4
2017,25000,Petrol,Manual,First,25.17,799,53.3,5,2.99
2011,95936,Petrol,Manual,First,17,1497,118,5,4.1
2018,5354,Petrol,Automatic,First,18.9,1197,81.86,5,6.76
2016,42000,Petrol,Manual,Second,18.78,999,75,5,5.5
2014,44282,Diesel,Manual,First,25.2,1248,74,5,5.99
2012,70000,Diesel,Manual,First,21.64,1461,84.8,5,2.59
2013,31400,Diesel,Automatic,First,16.36,2179,187.7,5,26.75
2016,50000,Diesel,Manual,First,28.09,1248,88.5,5,8.5
2011,53000,Diesel,Automatic,First,12.8,1968,167.6,5,23
2014,21727,Petrol,Manual,First,15.6,1196,72,5,3.35
2012,43000,Diesel,Automatic,Second,11.72,2199,194.3,7,10.75
2013,75000,Diesel,Manual,First,12.05,2179,120,8,6.29
2014,73557,Diesel,Manual,First,19.6,1461,108.45,5,7.75
2012,44555,Diesel,Automatic,First,15.2,1968,140.8,5,13.5
2013,54885,Petrol,Manual,First,15.1,1196,73,7,3.75
2011,76000,Diesel,Manual,Second,14,2498,112,7,3.75
2006,101000,Petrol,Manual,Second,18.9,998,67.1,5,1.5
2005,66000,Petrol,Manual,First,14,1061,64,5,1.45
2013,84360,Petrol,Manual,First,15.5,1586,103.3,5,4.12
2016,25121,Diesel,Manual,First,13.68,2393,147.8,7,17.11
2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,10.25
2011,66035,Diesel,Manual,First,22.07,1199,73.9,5,2.49
2015,190000,Petrol,Manual,Second,16.78,1496,88.73,5,3.85
2014,85670,Diesel,Manual,First,22.7,1498,89.84,5,6.25
2015,35000,Diesel,Manual,First,24,1120,70,5,4.88
2016,8000,Petrol,Automatic,First,18,1497,117.3,5,9.45
2007,162000,Diesel,Manual,Second,12.8,2494,102,8,4.8
2012,60000,Petrol,Manual,First,21.1,814,55.2,5,1.99
2010,70600,Petrol,Manual,First,20.36,1197,78.9,5,2.8
2011,25000,Petrol,Automatic,Second,12.3,1796,185,5,22
2012,75000,Diesel,Manual,First,15.96,2523,62.1,7,4.3
2014,85071,Diesel,Automatic,First,20,1968,138.1,5,9.75
2015,40000,Petrol,Manual,First,20.4,1197,81.8,5,5.9
2013,67000,Diesel,Automatic,First,16.55,1968,147.51,5,14.5
2009,55000,Diesel,Manual,Second,17.8,1399,68,5,2.4
2008,62000,Petrol,Manual,Second,15,1586,104.68,5,2.11
2017,22526,Petrol,Automatic,First,18.9,1197,82,5,7.6
2012,57788,Petrol,Automatic,First,17.16,1197,85.8,5,3.6
2013,72000,Diesel,Manual,First,10.5,2179,120,8,6
2014,83128,Diesel,Manual,First,15.4,2179,120,7,7.45
2011,75000,Petrol,Manual,First,19.7,796,46.3,5,2.1
2013,58000,Diesel,Manual,Second,19.01,1461,108.45,5,5.2
2009,26000,Diesel,Manual,First,,2498, ,6,6.99
2017,1000,Petrol,Manual,First,20.89,1197,81.8,5,6.36
2015,59751,Diesel,Manual,First,12.99,2494,100.6,7,11.62
2015,29966,Diesel,Automatic,Second,16.77,2993,261.49,5,43.6
2009,65000,Diesel,Manual,Second,13.6,1991,142,5,4.9
2015,75863,Diesel,Manual,First,19.01,1461,108.45,5,6.7
2013,54000,,Manual,First,,998,67.04,5,3.05
2014,24000,Diesel,Automatic,First,17.11,1968,174.33,5,25
2018,33218,Diesel,Manual,First,17.1,1956,170,5,19.05
